id,durata_ticket,level,modello_macchina,durata,tipo_problema
3506,66,2,NIDEK RT-770,50,logoramento
3507,86,1,NIDEK TS-920,0,software
3508,52,1,NIDEK TS-800,0,difetto di fabbrica
3509,89,2,NIDEK AR-520,32,rottura
3510,29,1,NIDEK LE-910,0,rottura
3511,72,2,NIDEK OPD-120,48,rottura
3512,81,2,NIDEK SC-800,7,elettronico
3513,55,2,NIDEK LEX-320,31,rottura
3514,71,1,NIDEK SE-520,0,elettronico
3515,28,1,NIDEK OPD-520,0,logoramento
3516,94,1,NIDEK LEX-320,0,rottura
3517,87,1,NIDEK LM-120,0,rottura
3518,95,1,NIDEK SL-2500,0,rottura
3519,101,1,NIDEK ME-2000,0,software
3520,31,2,NIDEK ME-910,55,logoramento
3521,41,2,NIDEK LFU-5500,63,logoramento
3522,140,1,NIDEK ME-520,0,logoramento
3523,48,1,NIDEK PM-520,0,difetto di fabbrica
3524,58,2,NIDEK LM-910,48,logoramento
3525,73,1,NIDEK AR-320,0,logoramento
3526,78,1,NIDEK LM-800,0,software
3527,127,1,NIDEK LT-120,0,software
3528,98,1,NIDEK LM-770,0,rottura
3529,34,2,NIDEK LT-520,39,elettronico
3530,75,2,NIDEK NT-520,65,software
3531,56,1,NIDEK ME-520,0,rottura
3532,52,2,NIDEK OPD-500,35,difetto di fabbrica
3533,37,2,NIDEK LT-800,7,logoramento
3534,52,1,NIDEK PM-400,0,difetto di fabbrica
3535,119,1,NIDEK LFU-500,0,elettronico
3536,52,2,NIDEK SE-800,50,logoramento
3537,121,2,NIDEK ICE-320,48,elettronico
3538,84,1,NIDEK OPD-910,0,elettronico
3539,101,2,NIDEK RT-5500,57,difetto di fabbrica
3540,89,2,NIDEK SC-2000,38,difetto di fabbrica
3541,52,1,NIDEK TS-120,0,rottura
3542,92,2,NIDEK LE-910,29,logoramento
3543,92,1,NIDEK AR-770,0,logoramento
3544,60,1,NIDEK ME-400,0,software
3545,85,2,NIDEK LEX-1050,20,logoramento
3546,138,2,NIDEK AR-770,45,logoramento
3547,121,2,NIDEK LT-800,59,rottura
3548,94,2,NIDEK LE-3000,46,logoramento
3549,119,2,NIDEK LE-1050,50,rottura
3550,37,2,NIDEK LEX-320,58,difetto di fabbrica
3551,98,2,NIDEK PM-2000,35,elettronico
3552,70,1,NIDEK TS-520,0,rottura
3553,96,2,NIDEK RT-120,36,software
3554,95,1,NIDEK LM-800,0,difetto di fabbrica
3555,66,2,NIDEK LT-910,51,software
3556,78,2,NIDEK RT-750,51,logoramento
3557,80,1,NIDEK NT-1050,0,difetto di fabbrica
3558,62,1,NIDEK LEX-1050,0,rottura
3559,129,1,NIDEK ICE-520,0,rottura
3560,69,2,NIDEK ICE-770,46,software
3561,83,1,NIDEK AR-920,0,software
3562,80,1,NIDEK OPD-800,0,difetto di fabbrica
3563,81,2,NIDEK SL-2000,31,logoramento
3564,66,2,NIDEK SC-120,33,elettronico
3565,99,1,NIDEK SE-1050,0,elettronico
3566,46,1,NIDEK SL-2000,0,difetto di fabbrica
3567,112,2,NIDEK RT-2500,2,difetto di fabbrica
3568,37,2,NIDEK RT-910,35,rottura
3569,49,1,NIDEK SL-1050,0,software
3570,69,1,NIDEK LFU-770,0,software
3571,105,1,NIDEK LE-920,0,rottura
3572,52,2,NIDEK SE-120,29,logoramento
3573,41,2,NIDEK LE-120,41,logoramento
3574,120,1,NIDEK PM-120,0,rottura
3575,108,1,NIDEK LE-3000,0,difetto di fabbrica
3576,130,1,NIDEK PM-520,0,software
3577,84,1,NIDEK ICE-3000,0,elettronico
3578,86,1,NIDEK ICE-1050,0,elettronico
3579,77,2,NIDEK OPD-400,49,logoramento
3580,47,1,NIDEK ME-400,0,software
3581,67,1,NIDEK SE-770,0,logoramento
3582,116,1,NIDEK OPD-2500,0,rottura
3583,115,1,NIDEK LEX-1050,0,difetto di fabbrica
3584,66,2,NIDEK LFU-910,48,rottura
3585,40,1,NIDEK LM-2000,0,logoramento
3586,104,2,NIDEK RT-920,32,rottura
3587,86,2,NIDEK NT-500,55,elettronico
3588,118,2,NIDEK SC-2500,47,rottura
3589,80,2,NIDEK AR-770,45,software
3590,103,1,NIDEK SC-770,0,software
3591,98,2,NIDEK SE-500,33,logoramento
3592,54,2,NIDEK SC-770,63,elettronico
3593,35,2,NIDEK LM-1050,35,rottura
3594,93,2,NIDEK TS-3000,46,difetto di fabbrica
3595,87,2,NIDEK SL-920,30,difetto di fabbrica
3596,36,1,NIDEK LFU-320,0,elettronico
3597,88,2,NIDEK LFU-800,57,software
3598,65,1,NIDEK AR-5500,0,logoramento
3599,77,2,NIDEK LFU-5500,37,rottura
3600,55,2,NIDEK LM-120,49,rottura
3601,48,1,NIDEK ME-5500,0,elettronico
3602,60,2,NIDEK LFU-400,28,logoramento
3603,34,1,NIDEK LE-500,0,difetto di fabbrica
3604,120,2,NIDEK TS-400,20,elettronico
3605,86,1,NIDEK AR-1050,0,elettronico
3606,67,2,NIDEK PM-320,52,software
3607,105,2,NIDEK OPD-520,27,logoramento
3608,92,2,NIDEK SL-910,53,difetto di fabbrica
3609,121,1,NIDEK RT-5500,0,logoramento
3610,39,1,NIDEK RT-2500,0,elettronico
3611,28,2,NIDEK SE-400,41,logoramento
3612,93,1,NIDEK ICE-5500,0,logoramento
3613,60,1,NIDEK LEX-1050,0,software
3614,72,2,NIDEK SE-920,46,difetto di fabbrica
3615,149,2,NIDEK TS-1050,31,rottura
3616,104,2,NIDEK ME-2000,37,difetto di fabbrica
3617,79,1,NIDEK PM-910,0,elettronico
3618,94,1,NIDEK PM-1050,0,difetto di fabbrica
3619,79,2,NIDEK ICE-120,49,difetto di fabbrica
3620,100,1,NIDEK LE-800,0,rottura
3621,66,2,NIDEK AR-520,52,logoramento
3622,71,1,NIDEK LT-770,0,difetto di fabbrica
3623,68,2,NIDEK LEX-5500,52,rottura
3624,83,1,NIDEK LFU-910,0,difetto di fabbrica
3625,75,1,NIDEK AR-800,0,elettronico
3626,55,1,NIDEK TS-1050,0,rottura
3627,86,1,NIDEK PM-400,0,software
3628,101,2,NIDEK NT-400,36,software
3629,59,2,NIDEK ICE-750,18,difetto di fabbrica
3630,59,1,NIDEK LT-2000,0,software
3631,104,1,NIDEK SE-750,0,difetto di fabbrica
3632,80,1,NIDEK LE-520,0,rottura
3633,69,1,NIDEK NT-920,0,software
3634,69,2,NIDEK SC-800,57,difetto di fabbrica
3635,61,2,NIDEK RT-770,74,software
3636,57,1,NIDEK LE-2500,0,difetto di fabbrica
3637,109,1,NIDEK SL-770,0,rottura
3638,71,2,NIDEK LFU-770,46,rottura
3639,96,1,NIDEK LT-770,0,elettronico
3640,58,1,NIDEK OPD-1050,0,logoramento
3641,141,1,NIDEK AR-400,0,logoramento
3642,43,2,NIDEK LM-750,36,elettronico
3643,104,1,NIDEK NT-5500,0,logoramento
3644,58,2,NIDEK PM-2500,50,rottura
3645,118,2,NIDEK LM-920,21,rottura
3646,79,2,NIDEK LM-910,59,elettronico
3647,118,1,NIDEK SL-120,0,logoramento
3648,60,2,NIDEK AR-910,66,difetto di fabbrica
3649,62,1,NIDEK PM-2000,0,difetto di fabbrica
3650,80,1,NIDEK LFU-2500,0,elettronico
3651,67,2,NIDEK SL-5500,35,software
3652,61,2,NIDEK SE-800,55,logoramento
3653,63,2,NIDEK TS-920,53,rottura
3654,54,1,NIDEK OPD-1050,0,logoramento
3655,131,1,NIDEK LFU-520,0,difetto di fabbrica
3656,60,2,NIDEK LE-3000,51,rottura
3657,55,1,NIDEK TS-120,0,rottura
3658,82,2,NIDEK LFU-910,63,software
3659,95,2,NIDEK LT-3000,32,software
3660,60,1,NIDEK PM-910,0,difetto di fabbrica
3661,60,2,NIDEK ME-770,33,rottura
3662,63,2,NIDEK LT-320,62,software
3663,51,2,NIDEK LT-500,41,elettronico
3664,65,1,NIDEK LT-120,0,logoramento
3665,73,2,NIDEK PM-3000,46,rottura
3666,50,2,NIDEK AR-1050,47,elettronico
3667,94,2,NIDEK RT-320,22,difetto di fabbrica
3668,10,1,NIDEK SC-800,0,difetto di fabbrica
3669,92,1,NIDEK RT-5500,0,rottura
3670,57,2,NIDEK NT-5500,58,logoramento
3671,89,1,NIDEK LE-2000,0,software
3672,83,2,NIDEK SC-500,20,logoramento
3673,118,2,NIDEK SE-1050,35,software
3674,95,2,NIDEK TS-910,54,difetto di fabbrica
3675,75,2,NIDEK NT-770,30,difetto di fabbrica
3676,85,2,NIDEK LT-1050,34,rottura
3677,85,2,NIDEK LM-920,42,software
3678,68,1,NIDEK PM-3000,0,elettronico
3679,54,1,NIDEK LE-800,0,logoramento
3680,132,1,NIDEK LEX-800,0,difetto di fabbrica
3681,69,2,NIDEK SC-400,38,rottura
3682,88,2,NIDEK NT-1050,48,logoramento
3683,109,1,NIDEK LFU-400,0,difetto di fabbrica
3684,67,1,NIDEK RT-800,0,software
3685,114,2,NIDEK SL-1050,47,software
3686,81,1,NIDEK LM-800,0,elettronico
3687,79,2,NIDEK SC-2000,43,software
3688,77,2,NIDEK LM-3000,21,software
3689,67,2,NIDEK AR-3000,38,rottura
3690,60,2,NIDEK RT-2500,62,software
3691,132,1,NIDEK SE-770,0,elettronico
3692,62,1,NIDEK ME-800,0,difetto di fabbrica
3693,59,1,NIDEK SL-400,0,elettronico
3694,85,1,NIDEK ICE-920,0,logoramento
3695,64,1,NIDEK PM-500,0,logoramento
3696,61,1,NIDEK LEX-3000,0,difetto di fabbrica
3697,78,1,NIDEK TS-2500,0,software
3698,44,2,NIDEK ICE-500,33,elettronico
3699,90,2,NIDEK AR-1050,24,difetto di fabbrica
3700,114,1,NIDEK RT-920,0,logoramento
3701,45,2,NIDEK LEX-750,54,rottura
3702,97,1,NIDEK ME-750,0,difetto di fabbrica
3703,56,1,NIDEK AR-2500,0,logoramento
3704,61,2,NIDEK LE-750,46,difetto di fabbrica
3705,76,2,NIDEK SL-920,33,logoramento
3706,85,2,NIDEK LE-1050,48,rottura
3707,138,1,NIDEK LT-3000,0,difetto di fabbrica
3708,63,1,NIDEK PM-750,0,software
3709,76,2,NIDEK LE-500,20,software
3710,55,2,NIDEK NT-120,27,software
3711,41,1,NIDEK ICE-800,0,rottura
3712,90,1,NIDEK SL-120,0,difetto di fabbrica
3713,101,1,NIDEK LFU-5500,0,rottura
3714,53,2,NIDEK NT-400,50,logoramento
3715,36,2,NIDEK LEX-800,49,difetto di fabbrica
3716,89,1,NIDEK TS-2000,0,difetto di fabbrica
3717,95,2,NIDEK LFU-120,57,difetto di fabbrica
3718,105,1,NIDEK AR-320,0,software
3719,120,2,NIDEK ICE-3000,33,logoramento
3720,128,2,NIDEK TS-120,67,software
3721,62,2,NIDEK RT-800,19,logoramento
3722,113,1,NIDEK RT-3000,0,elettronico
3723,75,1,NIDEK LE-520,0,rottura
3724,77,2,NIDEK LT-3000,38,elettronico
3725,70,1,NIDEK TS-920,0,difetto di fabbrica
3726,69,1,NIDEK LE-520,0,logoramento
3727,137,2,NIDEK LFU-2000,48,logoramento
3728,48,1,NIDEK LEX-1050,0,difetto di fabbrica
3729,84,1,NIDEK LM-800,0,logoramento
3730,75,1,NIDEK LFU-770,0,software
3731,53,2,NIDEK SL-500,66,elettronico
3732,121,1,NIDEK ME-920,0,software
3733,101,2,NIDEK LT-520,42,logoramento
3734,96,2,NIDEK SL-920,59,difetto di fabbrica
3735,101,2,NIDEK LM-400,33,logoramento
3736,88,1,NIDEK LM-920,0,rottura
3737,72,2,NIDEK NT-920,40,elettronico
3738,117,1,NIDEK OPD-2500,0,logoramento
3739,102,1,NIDEK LEX-520,0,logoramento
3740,86,1,NIDEK LFU-920,0,logoramento
3741,64,1,NIDEK LM-120,0,difetto di fabbrica
3742,63,1,NIDEK LM-800,0,elettronico
3743,69,1,NIDEK TS-500,0,rottura
3744,72,2,NIDEK TS-3000,47,rottura
3745,54,2,NIDEK RT-750,64,software
3746,79,2,NIDEK AR-910,53,elettronico
3747,88,2,NIDEK ICE-910,10,difetto di fabbrica
3748,94,1,NIDEK PM-1050,0,rottura
3749,79,1,NIDEK SE-520,0,software
3750,45,1,NIDEK LE-3000,0,difetto di fabbrica
3751,101,1,NIDEK LM-5500,0,software
3752,85,2,NIDEK PM-2500,42,difetto di fabbrica
3753,29,1,NIDEK ME-3000,0,software
3754,46,2,NIDEK ME-520,63,difetto di fabbrica
3755,94,1,NIDEK LFU-120,0,rottura
3756,85,1,NIDEK LE-750,0,rottura
3757,103,2,NIDEK AR-910,54,logoramento
3758,56,1,NIDEK LEX-770,0,logoramento
3759,81,1,NIDEK LM-1050,0,software
3760,61,1,NIDEK ICE-5500,0,rottura
3761,72,1,NIDEK NT-800,0,logoramento
3762,93,1,NIDEK LT-920,0,software
3763,39,2,NIDEK LM-1050,32,software
3764,89,2,NIDEK SE-520,50,logoramento
3765,90,1,NIDEK SE-1050,0,difetto di fabbrica
3766,88,2,NIDEK SC-750,80,logoramento
3767,49,2,NIDEK LEX-500,37,difetto di fabbrica
3768,13,1,NIDEK ICE-520,0,software
3769,65,1,NIDEK SE-770,0,rottura
3770,93,1,NIDEK LM-520,0,logoramento
3771,42,1,NIDEK SE-2500,0,difetto di fabbrica
3772,59,1,NIDEK OPD-1050,0,elettronico
3773,53,1,NIDEK LFU-320,0,rottura
3774,88,1,NIDEK NT-910,0,software
3775,99,1,NIDEK ICE-320,0,logoramento
3776,78,2,NIDEK LE-800,12,difetto di fabbrica
3777,80,2,NIDEK ICE-750,42,elettronico
3778,62,2,NIDEK ICE-3000,41,rottura
3779,52,2,NIDEK ICE-2000,40,rottura
3780,104,2,NIDEK TS-770,52,logoramento
3781,91,1,NIDEK SL-1050,0,elettronico
3782,48,1,NIDEK TS-1050,0,logoramento
3783,62,1,NIDEK SC-5500,0,rottura
3784,95,1,NIDEK NT-520,0,difetto di fabbrica
3785,53,1,NIDEK ME-1050,0,difetto di fabbrica
3786,67,2,NIDEK LE-1050,34,rottura
3787,70,1,NIDEK OPD-320,0,elettronico
3788,109,1,NIDEK TS-400,0,logoramento
3789,113,2,NIDEK SL-520,47,logoramento
3790,67,1,NIDEK AR-5500,0,difetto di fabbrica
3791,129,2,NIDEK AR-500,30,logoramento
3792,84,2,NIDEK LE-770,16,elettronico
3793,99,1,NIDEK AR-400,0,rottura
3794,87,1,NIDEK ME-320,0,software
3795,77,1,NIDEK RT-770,0,software
3796,100,1,NIDEK ME-520,0,difetto di fabbrica
3797,108,2,NIDEK SE-2000,40,elettronico
3798,87,2,NIDEK SL-920,28,elettronico
3799,99,1,NIDEK LFU-910,0,elettronico
3800,75,1,NIDEK ME-3000,0,elettronico
3801,62,2,NIDEK OPD-520,31,logoramento
3802,96,2,NIDEK PM-1050,28,logoramento
3803,53,2,NIDEK ME-320,19,logoramento
3804,63,2,NIDEK RT-2500,69,logoramento
3805,70,2,NIDEK NT-5500,44,software
3806,109,1,NIDEK NT-1050,0,software
3807,32,1,NIDEK LM-500,0,difetto di fabbrica
3808,40,2,NIDEK ICE-320,55,elettronico
3809,70,2,NIDEK RT-500,0,rottura
3810,94,1,NIDEK SL-2500,0,elettronico
3811,81,2,NIDEK LEX-3000,50,logoramento
3812,51,2,NIDEK LM-520,77,rottura
3813,131,1,NIDEK ICE-120,0,difetto di fabbrica
3814,30,1,NIDEK RT-400,0,software
3815,92,2,NIDEK LFU-3000,31,software
3816,44,2,NIDEK TS-920,52,software
3817,51,2,NIDEK LFU-1050,60,difetto di fabbrica
3818,90,1,NIDEK NT-2500,0,logoramento
3819,74,2,NIDEK SE-3000,49,elettronico
3820,84,2,NIDEK SE-3000,47,elettronico
3821,71,2,NIDEK PM-3000,64,elettronico
3822,87,1,NIDEK AR-750,0,difetto di fabbrica
3823,108,2,NIDEK NT-800,30,elettronico
3824,77,1,NIDEK SC-910,0,rottura
3825,68,2,NIDEK OPD-920,51,rottura
3826,47,1,NIDEK ME-1050,0,difetto di fabbrica
3827,74,1,NIDEK NT-500,0,elettronico
3828,36,1,NIDEK AR-500,0,logoramento
3829,30,2,NIDEK PM-500,50,logoramento
3830,69,2,NIDEK AR-1050,32,rottura
3831,87,2,NIDEK SC-500,43,rottura
3832,98,2,NIDEK NT-320,34,elettronico
3833,45,1,NIDEK SC-320,0,software
3834,98,1,NIDEK LFU-800,0,logoramento
3835,51,1,NIDEK LM-1050,0,software
3836,92,2,NIDEK ME-800,34,difetto di fabbrica
3837,54,1,NIDEK RT-2000,0,software
3838,87,1,NIDEK LEX-920,0,rottura
3839,127,1,NIDEK NT-120,0,rottura
3840,56,2,NIDEK LT-770,41,logoramento
3841,89,1,NIDEK PM-400,0,difetto di fabbrica
3842,75,2,NIDEK SC-920,43,logoramento
3843,84,1,NIDEK TS-1050,0,software
3844,128,2,NIDEK SE-3000,42,rottura
3845,62,2,NIDEK LT-770,58,elettronico
3846,101,2,NIDEK SE-750,50,software
3847,80,2,NIDEK LM-120,31,elettronico
3848,88,2,NIDEK LE-1050,54,software
3849,45,2,NIDEK PM-3000,47,elettronico
3850,71,1,NIDEK SE-3000,0,logoramento
3851,104,2,NIDEK TS-1050,49,rottura
3852,76,1,NIDEK OPD-400,0,rottura
3853,61,2,NIDEK LE-800,70,rottura
3854,128,1,NIDEK LT-920,0,elettronico
3855,122,1,NIDEK OPD-1050,0,elettronico
3856,84,2,NIDEK OPD-1050,43,software
3857,144,2,NIDEK OPD-2000,37,software
3858,95,2,NIDEK OPD-920,23,rottura
3859,72,1,NIDEK LE-1050,0,difetto di fabbrica
3860,21,1,NIDEK OPD-5500,0,difetto di fabbrica
3861,56,1,NIDEK LM-1050,0,rottura
3862,54,2,NIDEK PM-120,20,elettronico
3863,60,2,NIDEK LFU-120,38,difetto di fabbrica
3864,68,2,NIDEK LFU-1050,13,rottura
3865,90,2,NIDEK OPD-2500,39,rottura
3866,97,1,NIDEK LT-920,0,logoramento
3867,64,1,NIDEK TS-400,0,software
3868,76,2,NIDEK AR-770,44,software
3869,76,2,NIDEK RT-320,38,elettronico
3870,110,2,NIDEK ME-5500,60,logoramento
3871,86,1,NIDEK OPD-5500,0,difetto di fabbrica
3872,117,2,NIDEK RT-5500,58,logoramento
3873,124,1,NIDEK OPD-1050,0,software
3874,149,1,NIDEK SC-770,0,software
3875,39,2,NIDEK SE-520,50,difetto di fabbrica
3876,55,1,NIDEK ICE-3000,0,difetto di fabbrica
3877,99,2,NIDEK PM-2500,56,elettronico
3878,107,1,NIDEK LEX-520,0,rottura
3879,113,2,NIDEK TS-500,39,difetto di fabbrica
3880,73,1,NIDEK AR-120,0,rottura
3881,114,1,NIDEK TS-770,0,logoramento
3882,69,2,NIDEK LE-1050,16,rottura
3883,75,1,NIDEK LE-120,0,software
3884,58,1,NIDEK LE-800,0,software
3885,71,2,NIDEK ME-1050,45,difetto di fabbrica
3886,100,2,NIDEK SE-920,43,rottura
3887,85,2,NIDEK LFU-1050,26,elettronico
3888,71,1,NIDEK NT-3000,0,logoramento
3889,92,2,NIDEK SC-910,57,difetto di fabbrica
3890,78,1,NIDEK LFU-920,0,rottura
3891,38,1,NIDEK OPD-2000,0,software
3892,126,2,NIDEK AR-2500,0,logoramento
3893,76,2,NIDEK SC-400,30,elettronico
3894,50,2,NIDEK RT-520,48,rottura
3895,86,1,NIDEK SE-520,0,elettronico
3896,22,2,NIDEK LM-3000,40,rottura
3897,70,1,NIDEK OPD-1050,0,software
3898,98,1,NIDEK SC-920,0,software
3899,45,2,NIDEK OPD-520,28,rottura
3900,71,2,NIDEK RT-800,35,logoramento
3901,123,2,NIDEK OPD-1050,38,elettronico
3902,59,2,NIDEK SC-3000,24,difetto di fabbrica
3903,11,2,NIDEK SC-910,26,rottura
3904,60,1,NIDEK PM-800,0,logoramento
3905,109,1,NIDEK ME-400,0,rottura
3906,104,2,NIDEK LE-2500,52,difetto di fabbrica
3907,90,2,NIDEK SC-800,32,software
3908,84,1,NIDEK SC-2000,0,rottura
3909,89,1,NIDEK LT-1050,0,logoramento
3910,72,1,NIDEK LFU-400,0,rottura
3911,131,2,NIDEK SC-2500,66,logoramento
3912,111,2,NIDEK SE-1050,53,elettronico
3913,75,2,NIDEK LT-520,52,software
3914,43,1,NIDEK SC-520,0,elettronico
3915,65,2,NIDEK SC-400,40,rottura
3916,60,2,NIDEK ICE-120,19,logoramento
3917,82,2,NIDEK LT-920,31,difetto di fabbrica
3918,51,1,NIDEK SC-770,0,difetto di fabbrica
3919,96,1,NIDEK SE-2500,0,rottura
3920,84,1,NIDEK SC-910,0,elettronico
3921,109,1,NIDEK ME-5500,0,logoramento
3922,76,1,NIDEK RT-120,0,difetto di fabbrica
3923,44,2,NIDEK OPD-750,36,software
3924,74,2,NIDEK ICE-5500,16,software
3925,81,2,NIDEK ME-320,62,software
3926,58,1,NIDEK OPD-800,0,rottura
3927,105,2,NIDEK SE-800,0,rottura
3928,55,1,NIDEK TS-2000,0,rottura
3929,134,2,NIDEK OPD-120,40,difetto di fabbrica
3930,79,2,NIDEK TS-120,55,elettronico
3931,53,1,NIDEK LT-750,0,rottura
3932,73,2,NIDEK LT-520,38,rottura
3933,80,1,NIDEK LT-320,0,difetto di fabbrica
3934,75,1,NIDEK TS-1050,0,difetto di fabbrica
3935,74,2,NIDEK LE-3000,75,rottura
3936,70,1,NIDEK TS-2500,0,software
3937,101,1,NIDEK SE-1050,0,rottura
3938,110,1,NIDEK PM-120,0,software
3939,121,1,NIDEK SE-2000,0,rottura
3940,54,2,NIDEK OPD-1050,50,logoramento
3941,109,2,NIDEK OPD-400,31,rottura
3942,70,2,NIDEK LEX-750,56,logoramento
3943,84,1,NIDEK LM-520,0,software
3944,109,2,NIDEK LM-500,28,rottura
3945,156,1,NIDEK AR-5500,0,logoramento
3946,66,1,NIDEK SL-1050,0,software
3947,111,2,NIDEK SC-3000,53,difetto di fabbrica
3948,90,2,NIDEK LT-520,40,elettronico
3949,69,1,NIDEK LM-920,0,logoramento
3950,117,1,NIDEK LFU-800,0,software
3951,20,2,NIDEK LFU-770,56,software
3952,61,2,NIDEK PM-5500,36,software
3953,85,1,NIDEK SC-520,0,software
3954,85,1,NIDEK LT-750,0,rottura
3955,91,2,NIDEK SE-910,57,difetto di fabbrica
3956,46,2,NIDEK PM-500,24,software
3957,90,1,NIDEK AR-910,0,difetto di fabbrica
3958,116,1,NIDEK SL-5500,0,rottura
3959,118,2,NIDEK LE-5500,27,difetto di fabbrica
3960,67,1,NIDEK LM-800,0,logoramento
3961,86,2,NIDEK SE-920,35,elettronico
3962,95,1,NIDEK LFU-800,0,elettronico
3963,103,1,NIDEK ME-770,0,elettronico
3964,84,2,NIDEK RT-5500,37,elettronico
3965,99,1,NIDEK SC-2500,0,software
3966,89,2,NIDEK TS-2500,39,logoramento
3967,86,1,NIDEK LM-750,0,elettronico
3968,89,1,NIDEK TS-500,0,elettronico
3969,105,1,NIDEK ME-800,0,logoramento
3970,107,1,NIDEK LFU-800,0,logoramento
3971,97,2,NIDEK SL-920,25,software
3972,101,2,NIDEK LM-750,58,elettronico
3973,72,2,NIDEK SC-3000,17,elettronico
3974,74,1,NIDEK RT-320,0,difetto di fabbrica
3975,59,2,NIDEK LT-800,52,difetto di fabbrica
3976,90,2,NIDEK SL-770,31,logoramento
3977,57,1,NIDEK LEX-750,0,elettronico
3978,106,1,NIDEK LEX-500,0,elettronico
3979,99,1,NIDEK TS-1050,0,rottura
3980,91,2,NIDEK LT-2000,101,difetto di fabbrica
3981,36,1,NIDEK SE-750,0,software
3982,57,2,NIDEK SC-400,51,logoramento
3983,29,1,NIDEK NT-750,0,difetto di fabbrica
3984,113,1,NIDEK AR-520,0,rottura
3985,55,1,NIDEK AR-120,0,rottura
3986,24,1,NIDEK SE-1050,0,logoramento
3987,79,1,NIDEK ME-5500,0,logoramento
3988,132,1,NIDEK LEX-1050,0,elettronico
3989,104,2,NIDEK LFU-2000,55,logoramento
3990,99,1,NIDEK LE-2000,0,rottura
3991,83,1,NIDEK LM-120,0,logoramento
3992,56,2,NIDEK ME-800,41,elettronico
3993,29,2,NIDEK SE-520,42,logoramento
3994,51,1,NIDEK ME-520,0,rottura
3995,91,2,NIDEK LE-500,52,logoramento
3996,59,1,NIDEK RT-920,0,software
3997,91,1,NIDEK LEX-3000,0,software
3998,98,1,NIDEK ME-400,0,elettronico
3999,87,2,NIDEK RT-770,16,difetto di fabbrica
4000,67,2,NIDEK PM-2500,35,logoramento
4001,93,1,NIDEK ME-120,0,elettronico
4002,59,1,NIDEK SC-120,0,elettronico
4003,110,2,NIDEK TS-3000,44,difetto di fabbrica
4004,31,2,NIDEK LEX-800,51,elettronico
4005,33,1,NIDEK LFU-2000,0,software
4006,74,1,NIDEK ICE-2500,0,rottura
4007,58,2,NIDEK SL-920,63,rottura
4008,94,1,NIDEK OPD-120,0,difetto di fabbrica
4009,73,2,NIDEK TS-1050,40,rottura
4010,126,1,NIDEK TS-2000,0,elettronico
4011,88,1,NIDEK LFU-320,0,logoramento
4012,67,1,NIDEK LM-2000,0,logoramento
4013,106,2,NIDEK PM-320,62,difetto di fabbrica
4014,106,1,NIDEK LM-2000,0,logoramento
4015,138,1,NIDEK NT-2500,0,logoramento
4016,66,1,NIDEK AR-120,0,logoramento
4017,64,1,NIDEK PM-120,0,difetto di fabbrica
4018,49,1,NIDEK LM-1050,0,difetto di fabbrica
4019,16,2,NIDEK ICE-120,7,software
4020,115,2,NIDEK SC-120,60,difetto di fabbrica
4021,87,1,NIDEK OPD-2500,0,rottura
4022,49,1,NIDEK LE-5500,0,elettronico
4023,54,2,NIDEK ME-500,18,rottura
4024,102,2,NIDEK ICE-5500,54,elettronico
4025,85,1,NIDEK OPD-3000,0,logoramento
4026,141,2,NIDEK SE-770,37,software
4027,62,2,NIDEK RT-1050,29,difetto di fabbrica
4028,97,1,NIDEK AR-770,0,elettronico
4029,53,2,NIDEK AR-320,9,logoramento
4030,86,1,NIDEK LEX-120,0,logoramento
4031,44,1,NIDEK LEX-2500,0,rottura
4032,93,1,NIDEK ME-400,0,elettronico
4033,61,1,NIDEK LM-750,0,elettronico
4034,58,2,NIDEK ME-500,10,logoramento
4035,135,1,NIDEK LE-120,0,logoramento
4036,91,2,NIDEK SC-1050,28,elettronico
4037,76,1,NIDEK SC-750,0,software
4038,62,2,NIDEK LE-2000,31,logoramento
4039,39,1,NIDEK ME-1050,0,logoramento
4040,75,1,NIDEK LE-120,0,rottura
4041,29,1,NIDEK LM-500,0,difetto di fabbrica
4042,66,1,NIDEK PM-400,0,software
4043,107,1,NIDEK RT-520,0,software
4044,93,2,NIDEK ME-770,43,difetto di fabbrica
4045,96,2,NIDEK LEX-320,57,logoramento
4046,58,1,NIDEK LE-3000,0,software
4047,94,2,NIDEK LT-770,41,difetto di fabbrica
4048,53,2,NIDEK OPD-910,16,elettronico
4049,86,2,NIDEK SC-520,46,difetto di fabbrica
4050,71,1,NIDEK TS-120,0,elettronico
4051,77,1,NIDEK OPD-5500,0,logoramento
4052,97,2,NIDEK TS-400,40,elettronico
4053,85,1,NIDEK ICE-770,0,elettronico
4054,71,2,NIDEK ME-520,42,rottura
4055,73,2,NIDEK SL-2500,36,elettronico
4056,95,1,NIDEK ME-770,0,software
4057,82,1,NIDEK ME-750,0,rottura
4058,89,2,NIDEK OPD-3000,37,elettronico
4059,120,2,NIDEK AR-770,29,software
4060,123,1,NIDEK ME-770,0,difetto di fabbrica
4061,72,2,NIDEK LE-770,40,rottura
4062,77,1,NIDEK SE-520,0,difetto di fabbrica
4063,41,1,NIDEK LM-120,0,software
4064,75,1,NIDEK LT-400,0,difetto di fabbrica
4065,105,1,NIDEK LEX-3000,0,logoramento
4066,96,1,NIDEK AR-2500,0,elettronico
4067,56,1,NIDEK ME-3000,0,difetto di fabbrica
4068,46,1,NIDEK NT-800,0,logoramento
